CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;COMPONENTE;H15;REGION;MAS_500;AGLOMERADO;PONDERA;CH03;CH04;CH05;CH06;CH07;CH08;CH09;CH10;CH11;CH12;CH13;CH14;CH15;CH15_COD;CH16;CH16_COD;NIVEL_ED;ESTADO;CAT_OCUP;CAT_INAC;IMPUTA;PP02C1;PP02C2;PP02C3;PP02C4;PP02C5;PP02C6;PP02C7;PP02C8;PP02E;PP02H;PP02I;PP03C;PP03D;PP3E_TOT;PP3F_TOT;PP03G;PP03H;PP03I;PP03J;INTENSI;PP04A;PP04B_COD;PP04B1;PP04B2;PP04B3_MES;PP04B3_ANO;PP04B3_DIA;PP04C;PP04C99;PP04D_COD;PP04G;PP05B2_MES;PP05B2_ANO;PP05B2_DIA;PP05C_1;PP05C_2;PP05C_3;PP05E;PP05F;PP05H;PP06A;PP06C;PP06D;PP06E;PP06H;PP07A;PP07C;PP07D;PP07E;PP07F1;PP07F2;PP07F3;PP07F4;PP07F5;PP07G1;PP07G2;PP07G3;PP07G4;PP07G_59;PP07H;PP07I;PP07J;PP07K;PP08D1;PP08D4;PP08F1;PP08F2;PP08J1;PP08J2;PP08J3;PP09A;PP09A_ESP;PP09B;PP09C;PP09C_ESP;PP10A;PP10C;PP10D;PP10E;PP11A;PP11B_COD;PP11B1;PP11B2_MES;PP11B2_ANO;PP11B2_DIA;PP11C;PP11C99;PP11D_COD;PP11G_ANO;PP11G_MES;PP11G_DIA;PP11L;PP11L1;PP11M;PP11N;PP11O;PP11P;PP11Q;PP11R;PP11S;PP11T;P21;DECOCUR;IDECOCUR;RDECOCUR;GDECOCUR;PDECOCUR;ADECOCUR;PONDIIO;TOT_P12;P47T;DECINDR;IDECINDR;RDECINDR;GDECINDR;PDECINDR;ADECINDR;PONDII;V3_M;V4_M;V8_M;V9_M;V10_M;V12_M;V18_M;V19_AM;T_VI;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;V2_02_M;V2_03_M;V5_03_M;V11_02_M;PP07B1_01;EMPLEO;SECTOR;PP02A;PP02B;PP02D;PP02F;PP02G;PP03K;PP04A1;PP05B3;PP05I;PP05J;PP05K;PP06E1;PP06K;PP06K_SEM;PP06K_MES;PP06L;PP07F1_1;PP07F1_2;PP07F1_3;PP07I2;PP07I3;PP07I4;PP07L;PP07M;PP08G;PP08G_DSEM;PP08G_DMES;PP08H;PP10B1;PP10B2;PP10B3;PP10B4;PP10B5;PP10B6;PP10B7;PP10B8;PP10B9;PP10B10;PP11L2;V2_01_M;V5_01_M;V5_02_M;V11_01_M;V21_01_M;V21_02_M;V21_03_M;V22_01_M;V22_02_M;V22_03_M;P_DECCF;P_RDECCF;P_GDECCF;P_PDECCF;P_IDECCF;P_ADECCF;P21Actualizado
TQRMNOPVQHLMQOCDEIJAH00866209;2024;2;1;1;1;1;S;33;1349;1;1;26/06/1951;72;2;1;1;2;0;2;1;;1;;1;;2;3;0;1;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1349;0;142000.00;2;;2;2.00;;2;1548;0;0;0;0;0;0;0;0;142000;282000;2;;2;2.00;;2;141000,00;3;;3;3.00;;3;2351;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;142000;0;0;0;0;0;0;0;0;0;4.00;3.00;3.00;;;4.00;0,00
TQRMNOPWWHLOLNCDEIJAH00807278;2024;2;1;2;1;1;S;33;1098;3;2;04/02/2010;14;5;1;1;1;2;4;2;1.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1098;0;0.00;0;;0;0.00;;0;1098;0;0;0;0;0;0;0;0;0;2403000;10;;10;10.00;;10;801000,00;10;;10;10.00;;10;1413;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;10.00;10.00;10.00;;;10.00;0,00
TQRMNOQUPHJMMPCDEGJBF00863627;2024;2;1;3;0;43;S;13;763;3;1;06/11/2016;7;5;4;1;1;1;3;2;2.00;1;;1;;1;4;0;3;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;763;0;0.00;0;0.00;0;0.00;;0;763;0;0;0;0;0;0;0;0;0;967000;8;8.00;8;7.00;;8;161166,67;3;3.00;3;3.00;;2;774;0;0;0;0;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;4.00;4.00;4.00;;4.00;4.00;0,00
TQRMNOQTPHJOPSCDEIJAH00865032;2024;2;1;3;1;1;S;33;2465;3;2;01/06/2005;18;5;4;1;1;1;6;2;1.00;1;;1;;5;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;2465;0;0.00;0;;0;0.00;;0;2465;0;0;0;0;0;0;0;0;0;78000;1;;1;1.00;;1;26000,00;1;;1;1.00;;1;4240;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;1.00;1.00;1.00;;;1.00;0,00
TQRMNORUTHKMLMCDEIJAH00861330;2024;2;1;4;1;1;S;33;3217;3;2;13/04/2013;11;5;4;1;1;2;2;2;5.00;2;;1;;1;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;3217;0;0.00;0;;0;0.00;;0;3217;0;0;0;0;0;0;0;0;0;850000;7;;7;7.00;;7;170000,00;3;;3;3.00;;4;3723;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;4.00;4.00;4.00;;;5.00;0,00
TQRMNORVQHJMRQCDEIJAH00864954;2024;2;1;2;1;1;S;33;2161;2;2;08/01/1971;53;2;4;1;2;0;4;2;5.00;1;;1;;3;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;2161;0;33000.00;1;;1;1.00;;1;2606;0;0;0;0;0;0;0;0;33000;583000;5;;5;5.00;;5;145750,00;3;;3;3.00;;3;4517;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;33000;0;0;0;0;0;0;0;0;4.00;4.00;4.00;;;4.00;0,00
TQRMNORVUHKKPPCDEIJAH00863723;2024;2;1;3;1;1;S;33;1327;3;2;29/01/1999;25;5;1;1;2;0;6;1;;1;;1;;6;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1327;0;0.00;0;;0;0.00;;0;1327;0;0;0;0;0;0;0;0;0;700000;6;;6;6.00;;6;233333,33;5;;5;5.00;;6;2392;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;6.00;6.00;6.00;;;7.00;0,00
TQRMNOQXSHKMPSCDEIJAH00860705;2024;2;1;4;1;1;S;33;3143;5;2;09/10/2010;13;5;4;1;1;2;4;2;0.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;3143;0;0.00;0;;0;0.00;;0;3143;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;0,00
TQRMNOQPRHMMKSCDEIJAH00866179;2024;2;1;2;2;1;S;33;2628;2;1;11/03/1979;45;1;1;1;2;0;2;1;;1;;1;;2;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;2628;0;;13;;13;13.00;;13;2628;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;0,00
TQRMNOPQVHJOOPCDEIJAH00862274;2024;2;2;4;0;1;S;33;2729;3;2;10/03/2019;5;5;4;2;1;2;1;2;0.00;1;;1;;7;4;0;5;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;2729;0;0.00;0;;0;0.00;;0;2729;0;0;0;0;0;0;0;0;0;609000;5;;5;5.00;;5;152250,00;3;;3;3.00;;4;4925;0;0;0;0;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;4.00;4.00;4.00;;;4.00;0,00
TQRMNOPVXHLLKNCDEIJAH00807113;2024;2;1;1;1;1;S;33;1812;1;2;26/11/1952;71;4;1;1;2;0;7;2;1.00;1;;1;;5;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1812;0;260000.00;4;;4;4.00;;5;2205;0;0;0;0;0;0;0;0;260000;260000;2;;2;2.00;;2;260000,00;6;;6;6.00;;6;2365;260000;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;7.00;6.00;7.00;;;7.00;0,00
TQRMNOUSVHKMKPCDEIJAH00856410;2024;2;1;1;1;1;S;33;3675;1;1;11/02/1962;62;5;2;1;2;0;6;1;;1;;1;;6;3;0;2;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;3675;0;410000.00;7;;6;7.00;;7;4572;0;0;360000;0;50000;0;0;0;410000;410000;3;;3;3.00;;3;410000,00;8;;8;8.00;;8;3556;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;9.00;8.00;9.00;;;9.00;0,00
TQRMNORPSHLMMPCDEGJBF00809941;2024;2;1;1;1;43;S;13;754;1;2;01/01/1900;86;4;1;1;2;0;2;2;99.00;1;;1;;1;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;754;0;207000.00;4;4.00;3;3.00;;3;760;0;0;0;0;0;0;0;0;207000;923000;7;8.00;8;7.00;;8;184600,00;4;4.00;3;4.00;;3;992;137000;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;70000;0;5.00;4.00;5.00;;5.00;4.00;0,00
TQRMNOSRSHLOKNCDEGJBF00804981;2024;2;1;1;1;43;S;13;633;1;2;23/07/1995;28;2;1;1;2;0;3;1;;1;;1;;3;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;633;0;0.00;0;0.00;0;0.00;;0;633;0;0;0;0;0;0;0;0;0;380000;3;3.00;3;3.00;;3;95000,00;2;2.00;1;2.00;;1;663;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;2.00;2.00;2.00;;2.00;2.00;0,00
TQSMNOTQRHMMQTCDEIJAH00802239;2024;2;1;4;1;1;S;33;1721;3;2;30/12/2012;11;5;4;1;1;1;2;2;5.00;1;;1;;1;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1721;0;194000.00;3;;3;3.00;;3;2116;0;0;0;0;0;0;0;0;194000;667000;6;;5;6.00;;6;222333,33;5;;5;5.00;;5;1486;0;124000;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;70000;6.00;6.00;6.00;;;6.00;0,00
TQRMNOQQWHMLRTCDEIJAH00807725;2024;2;1;2;1;1;S;33;1574;2;2;01/01/1900;75;2;1;1;2;0;2;1;;2;;1;;2;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1574;0;200000.00;3;;3;3.00;;4;2020;0;0;0;0;0;0;0;0;200000;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;130000;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;70000;0;;;;;;;0,00
TQRMNORUXHKOOMCDEIJAH00858310;2024;2;1;3;1;1;S;33;3989;3;1;12/08/2011;12;5;4;1;1;1;2;2;6.00;1;;1;;1;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;3989;0;0.00;0;;0;0.00;;0;3989;0;0;0;0;0;0;0;0;0;655000;6;;5;5.00;;6;218333,33;5;;5;5.00;;5;5553;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;6.00;6.00;6.00;;;6.00;0,00
TQRMNORWQHMLOLCDEIJAH00862486;2024;2;1;2;1;1;S;33;3084;2;1;23/03/1984;40;1;2;1;2;0;4;1;;1;;1;;4;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;3084;0;44000.00;1;;1;1.00;;1;4607;0;0;0;0;0;0;0;0;44000;544000;5;;4;5.00;;5;181333,33;4;;4;4.00;;4;6466;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;44000;0;0;0;0;0;0;0;0;5.00;5.00;5.00;;;5.00;0,00
TQRMNOSQSHJMLPCDEIJAH00865697;2024;2;1;4;1;1;S;33;1542;5;1;28/02/2007;17;5;1;1;1;1;4;2;5.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1542;0;0.00;0;;0;0.00;;0;1542;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;0,00
TQRMNOSPRHMNROCDEIJAH00807243;2024;2;1;4;0;1;S;33;1617;5;1;15/06/2017;6;5;1;1;1;1;2;2;1.00;1;;1;;1;4;0;3;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1617;0;0.00;0;;0;0.00;;0;1617;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;0,00
TQRMNOSXYHJKQSCDEIJAH00862852;2024;2;1;2;1;1;S;33;323;2;2;07/12/1984;39;1;2;1;2;0;4;1;;3;82.00;1;;4;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;323;0;0.00;0;;0;0.00;;0;323;0;0;0;0;0;0;0;0;0;1900000;10;;10;10.00;;10;633333,33;9;;9;9.00;;9;563;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;10.00;10.00;10.00;;;10.00;0,00
TQRMNOPQPHKMKOCDEGJBF00859959;2024;2;1;2;1;43;S;13;887;3;2;30/10/1992;31;5;3;1;2;0;9;1;;1;;1;;1;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;887;0;260141.00;5;5.00;4;5.00;;4;923;0;0;0;0;0;0;0;0;260141;1060141;8;8.00;8;8.00;;9;530070,50;9;9.00;9;9.00;;9;959;0;190141;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;70000;9.00;9.00;9.00;;10.00;9.00;0,00
TQRMNOSRSHLOKNCDEGJBF00804981;2024;2;1;3;0;43;S;13;633;3;2;08/04/2016;8;5;1;1;1;1;3;2;2.00;1;;1;;1;4;0;3;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;633;0;0.00;0;0.00;0;0.00;;0;633;0;0;0;0;0;0;0;0;0;380000;3;3.00;3;3.00;;3;95000,00;2;2.00;1;2.00;;1;663;0;0;0;0;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;2.00;2.00;2.00;;2.00;2.00;0,00
TQRMNOQVSHJONQCDEIJAH00864914;2024;2;1;4;0;1;S;33;1755;3;2;19/11/2017;6;5;1;1;1;1;2;2;0.00;1;;1;;1;4;0;3;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1755;0;0.00;0;;0;0.00;;0;1755;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;0,00
TQRMNORSXHMMOOCDEIJAH00802410;2024;2;1;3;0;1;S;33;2447;3;1;13/04/2020;4;5;2;2;1;2;1;2;0.00;1;;6;;7;4;0;5;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;2447;0;0.00;0;;0;0.00;;0;2447;0;0;0;0;0;0;0;0;0;914000;7;;7;7.00;;7;304666,67;7;;6;7.00;;7;3978;0;0;0;0;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;8.00;7.00;7.00;;;8.00;0,00
TQRMNOTSXHLMLMCDEIJAH00807759;2024;2;1;3;1;1;S;33;3414;3;1;11/06/2003;21;5;4;1;2;0;4;2;3.00;1;;1;;3;3;0;6;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;3414;0;0.00;0;;0;0.00;;0;3414;0;0;0;0;0;0;0;0;0;430000;3;;3;3.00;;4;86000,00;1;;1;1.00;;2;7884;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;2.00;2.00;2.00;;;2.00;0,00
TQRMNOPPYHKOMLCDEGJBF00858162;2024;2;1;3;1;43;S;13;762;3;1;27/06/2013;10;5;1;1;1;2;3;2;5.00;1;;1;;1;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;762;0;0.00;0;0.00;0;0.00;;0;762;0;0;0;0;0;0;0;0;0;550000;5;5.00;5;5.00;;5;137500,00;3;3.00;2;3.00;;2;809;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;3.00;3.00;3.00;;4.00;3.00;0,00
TQRMNOPTSHLMLUCDEGJBF00804903;2024;2;1;1;1;43;S;13;729;1;2;22/08/1933;90;2;1;1;2;0;2;2;3.00;1;;1;;1;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;729;0;180000.00;3;3.00;2;3.00;;2;735;0;0;0;0;0;0;0;0;180000;540000;5;5.00;5;5.00;;5;270000,00;6;6.00;5;6.00;;5;848;180000;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;7.00;7.00;7.00;;7.00;7.00;0,00
TQRMNORPSHLMMPCDEGJBF00809941;2024;2;1;5;1;43;S;13;754;5;2;26/10/2005;18;5;1;1;1;1;5;2;2.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;0.00;;0;754;0;16000.00;1;1.00;1;1.00;;1;772;0;0;0;0;0;16000;0;0;16000;923000;7;8.00;8;7.00;;8;184600,00;4;4.00;3;4.00;;3;992;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;5.00;4.00;5.00;;5.00;4.00;0,00
TQRMNOQRPHLKPRCDEIJAH00807810;2024;2;1;1;1;1;S;33;1153;1;2;05/02/1961;63;4;2;1;2;0;4;2;2.00;1;;1;;3;3;0;1;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1153;0;690000.00;9;;8;8.00;;9;1458;0;0;0;0;0;0;0;0;690000;690000;6;;6;6.00;;6;690000,00;9;;9;9.00;;10;1218;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;690000;0;0;0;0;0;0;0;0;0;10.00;10.00;10.00;;;10.00;0,00
TQRMNOQQSHMKTMCDEIJAH00857533;2024;2;1;4;0;1;S;33;2649;3;1;08/07/2014;9;5;1;1;1;2;2;2;3.00;1;;1;;1;4;0;3;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;2649;0;0.00;0;;0;0.00;;0;2649;0;0;0;0;0;0;0;0;0;190000;1;;1;1.00;;1;38000,00;1;;1;1.00;;1;4762;0;0;0;0;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;1.00;1.00;1.00;;;1.00;0,00
TQRMNOPQWHJMOSCDEIJAH00863778;2024;2;1;1;1;1;S;33;2198;1;2;21/05/1969;55;1;1;1;2;0;6;1;;1;;1;;6;3;0;1;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;2198;0;600000.00;8;;8;8.00;;8;2513;0;0;0;0;0;0;0;0;600000;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600000;0;0;0;0;0;0;0;0;0;;;;;;;0,00
