CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;COMPONENTE;H15;REGION;MAS_500;AGLOMERADO;PONDERA;CH03;CH04;CH05;CH06;CH07;CH08;CH09;CH10;CH11;CH12;CH13;CH14;CH15;CH15_COD;CH16;CH16_COD;NIVEL_ED;ESTADO;CAT_OCUP;CAT_INAC;IMPUTA;PP02C1;PP02C2;PP02C3;PP02C4;PP02C5;PP02C6;PP02C7;PP02C8;PP02E;PP02H;PP02I;PP03C;PP03D;PP3E_TOT;PP3F_TOT;PP03G;PP03H;PP03I;PP03J;INTENSI;PP04A;PP04B_COD;PP04B1;PP04B2;PP04B3_MES;PP04B3_ANO;PP04B3_DIA;PP04C;PP04C99;PP04D_COD;PP04G;PP05B2_MES;PP05B2_ANO;PP05B2_DIA;PP05C_1;PP05C_2;PP05C_3;PP05E;PP05F;PP05H;PP06A;PP06C;PP06D;PP06E;PP06H;PP07A;PP07C;PP07D;PP07E;PP07F1;PP07F2;PP07F3;PP07F4;PP07F5;PP07G1;PP07G2;PP07G3;PP07G4;PP07G_59;PP07H;PP07I;PP07J;PP07K;PP08D1;PP08D4;PP08F1;PP08F2;PP08J1;PP08J2;PP08J3;PP09A;PP09A_ESP;PP09B;PP09C;PP09C_ESP;PP10A;PP10C;PP10D;PP10E;PP11A;PP11B_COD;PP11B1;PP11B2_MES;PP11B2_ANO;PP11B2_DIA;PP11C;PP11C99;PP11D_COD;PP11G_ANO;PP11G_MES;PP11G_DIA;PP11L;PP11L1;PP11M;PP11N;PP11O;PP11P;PP11Q;PP11R;PP11S;PP11T;P21;DECOCUR;IDECOCUR;RDECOCUR;GDECOCUR;PDECOCUR;ADECOCUR;PONDIIO;TOT_P12;P47T;DECINDR;IDECINDR;RDECINDR;GDECINDR;PDECINDR;ADECINDR;PONDII;V2_M;V3_M;V4_M;V5_M;V8_M;V9_M;V10_M;V11_M;V12_M;V18_M;V19_AM;V21_M;T_VI;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;P21Actualizado
TQRMNOQXRHLMSMCDEIJAH00708319;2021;2;1;2;1;1;S;33;6522;2;2;24/08/1988;32;1;1;1;2;0;5;2;2.00;1;;1;;3;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;0;6522;0;0.00;0;;0;;;0;6522;0;0;0;0;0;0;0;0;0;0;0;0;0;62000;5;;5;5.00;;5;15500,00;3;;3;3.00;;4;7156;0,00
TQRMNOQXRHLMSMCDEIJAH00708319;2021;2;1;3;1;1;S;33;6522;3;1;04/04/2008;13;5;1;1;1;2;4;2;2.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;0;6522;0;0.00;0;;0;;;0;6522;0;0;0;0;0;0;0;0;0;0;0;0;0;62000;5;;5;5.00;;5;15500,00;3;;3;3.00;;4;7156;0,00
TQRMNOQXRHLMSMCDEIJAH00708319;2021;2;1;4;0;1;S;33;6522;3;1;10/04/2015;6;5;1;2;1;2;2;2;0.00;1;;1;;1;4;0;3;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;0;6522;0;0.00;0;;0;;;0;6522;0;0;0;0;0;0;0;0;0;0;0;0;0;62000;5;;5;5.00;;5;15500,00;3;;3;3.00;;4;7156;0,00
TQRMNOSRWHLLQLCDEIJAH00708320;2021;2;1;1;1;1;S;33;1445;1;1;19/10/1960;60;2;1;1;2;0;7;1;;1;;1;;6;1;2;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;45,00;0,00;2.00;0.00;2.00;2.00;2.00;2.00;7000.00;2.00;0.00;0.00;0.00;0.00;2.00;0.00;43131.00;6.00;0.00;0.00;0.00;1.00;3.00;3.00;1.00;7.00;6.00;1.00;0.00;70000.00;3.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;70000;9;;9;9.00;;9;2597;0;191000.00;10;;10;10.00;;10;2606;121000;0;0;0;0;0;0;0;0;0;0;0;121000;283500;10;;10;10.00;;10;141750,00;10;;10;10.00;;10;2601;1196693,20
TQRMNOSRWHLLQLCDEIJAH00708320;2021;2;1;2;1;1;S;33;1445;2;2;05/10/1959;61;2;1;1;2;0;6;1;;1;;1;;6;1;2;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;30,00;0,00;2.00;0.00;2.00;2.00;2.00;2.00;7000.00;2.00;0.00;0.00;0.00;0.00;2.00;0.00;10133.00;6.00;0.00;0.00;0.00;1.00;3.00;3.00;1.00;7.00;5.00;1.00;0.00;70000.00;3.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;70000;9;;8;9.00;;9;2532;0;92500.00;10;;9;10.00;;10;2546;21000;0;0;0;0;0;0;0;0;0;0;0;22500;283500;10;;10;10.00;;10;141750,00;10;;10;10.00;;10;2601;1196693,20
TQRMNOQXPHLOQPCDEIJAH00708321;2021;2;1;1;1;1;S;33;4966;1;2;02/03/1987;34;2;1;1;2;0;6;2;2.00;1;;1;;5;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;30,00;0,00;2.00;0.00;2.00;1.00;2.00;2.00;4811.00;2.00;0.00;0.00;0.00;0.00;11.00;0.00;30333.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;34000.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;34000;5;;5;5.00;;5;5581;0;34000.00;6;;5;6.00;;6;6064;0;0;0;0;0;0;0;0;0;0;0;0;0;84000;7;;6;7.00;;7;28000,00;6;;6;6.00;;7;6812;581250,98
TQRMNOQXPHLOQPCDEIJAH00708321;2021;2;1;2;1;1;S;33;4966;2;1;23/03/1985;36;2;1;1;2;0;6;2;2.00;1;;1;;5;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;42,00;0,00;2.00;0.00;2.00;2.00;2.00;2.00;6100.00;2.00;0.00;0.00;0.00;0.00;11.00;0.00;36333.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;50000.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;50000;7;;7;7.00;;8;6876;0;50000.00;8;;7;8.00;;8;6708;0;0;0;0;0;0;0;0;0;0;0;0;0;84000;7;;6;7.00;;7;28000,00;6;;6;6.00;;7;6812;854780,86
TQRMNOQXPHLOQPCDEIJAH00708321;2021;2;1;3;0;1;S;33;4966;3;2;23/03/2017;4;5;1;2;1;2;1;2;0.00;1;;6;;7;4;0;5;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;0;4966;0;0.00;0;;0;;;0;4966;0;0;0;0;0;0;0;0;0;0;0;0;0;84000;7;;6;7.00;;7;28000,00;6;;6;6.00;;7;6812;0,00
TQRMNOQXPHLMQQCDEIJAH00708322;2021;2;1;1;1;1;S;33;5515;1;2;26/10/1977;43;3;4;1;2;0;4;2;2.00;1;;1;;3;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;52,00;0,00;2.00;0.00;2.00;1.00;3.00;2.00;4808.00;2.00;0.00;0.00;0.00;0.00;6.00;0.00;30314.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;1.00;4.00;26000.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;26000;4;;4;4.00;;4;5817;0;41000.00;7;;6;7.00;;7;6342;0;0;0;0;0;0;0;0;15000;0;0;0;15000;41000;3;;3;3.00;;3;10250,00;2;;2;2.00;;2;8457;444486,05
TQRMNOQXPHLMQQCDEIJAH00708322;2021;2;1;2;1;1;S;33;5515;3;1;24/01/2006;15;5;1;1;1;1;4;2;3.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;0;5515;0;0.00;0;;0;;;0;5515;0;0;0;0;0;0;0;0;0;0;0;0;0;41000;3;;3;3.00;;3;10250,00;2;;2;2.00;;2;8457;0,00
TQRMNOQXPHLMQQCDEIJAH00708322;2021;2;1;3;1;1;S;33;5515;3;1;14/05/2007;14;5;1;1;1;1;4;2;2.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;0;5515;0;0.00;0;;0;;;0;5515;0;0;0;0;0;0;0;0;0;0;0;0;0;41000;3;;3;3.00;;3;10250,00;2;;2;2.00;;2;8457;0,00
TQRMNOQXPHLMQQCDEIJAH00708322;2021;2;1;4;0;1;S;33;5515;3;1;16/06/2016;5;5;1;2;1;1;1;2;0.00;1;;6;;7;4;0;5;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;0;5515;0;0.00;0;;0;;;0;5515;0;0;0;0;0;0;0;0;0;0;0;0;0;41000;3;;3;3.00;;3;10250,00;2;;2;2.00;;2;8457;0,00
TQRMNORPRHLOQUCDEIJAH00708323;2021;2;1;1;1;1;S;33;6008;1;2;17/08/1979;41;3;4;1;2;0;4;1;;1;;1;;4;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;0;6008;0;-9.00;12;;12;12.00;;12;0;0;0;0;0;0;0;0;0;-9;0;0;0;-9;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0,00
TQRMNORPRHLOQUCDEIJAH00708323;2021;2;1;2;0;1;S;33;6008;3;1;01/05/2013;8;5;1;1;1;2;2;2;2.00;1;;1;;1;4;0;3;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;0;6008;0;0.00;0;;0;;;0;6008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0,00
TQRMNOQRVHJLRNCDEIJAH00708324;2021;2;1;1;1;1;S;33;915;1;2;25/11/1962;58;3;4;1;2;0;6;1;;1;;1;;6;2;3;0;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.00;1.00;0.00;2.00;2.00;4807.00;2.00;0.00;0.00;0.00;99.00;9.00;30313.00;0.00;2.00;0.00;0.00;1.00;3.00;2.00;4.00;0.00;0.00;0.00;0.00;2.00;0;0;;0;;;0;915;0;-9.00;12;;12;12.00;;12;0;0;0;0;0;0;0;0;0;-9;0;0;0;-9;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0,00
TQRMNOTRPHJORSCDEIJAH00663228;2021;2;1;1;1;1;S;33;8647;1;1;18/02/1972;49;5;1;1;2;0;4;2;3.00;3;54.00;1;;3;1;2;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;18,00;0,00;2.00;0.00;2.00;2.00;2.00;2.00;4000.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;72113.00;8.00;0.00;0.00;0.00;1.00;3.00;3.00;1.00;7.00;6.00;2.00;32000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;32000;5;;5;5.00;;5;12778;0;32000.00;6;;5;5.00;;6;12014;0;0;0;0;0;0;0;0;0;0;0;0;0;32000;2;;2;2.00;;2;32000,00;7;;7;7.00;;8;11114;547059,75
TQRMNOPYQHJOMNCDEGJBF00707388;2021;2;1;2;1;43;S;13;1104;3;2;09/05/2005;16;5;4;1;1;1;5;2;0.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;;;0;1104;0;0.00;0;0.00;0;;;0;1104;0;0;0;0;0;0;0;0;0;0;0;0;0;43600;4;4.00;4;4.00;;4;10900,00;2;2.00;2;2.00;;3;1079;0,00
TQRMNOPYQHJOMNCDEGJBF00707388;2021;2;1;3;1;43;S;13;1104;3;1;11/03/2008;13;5;4;1;1;1;3;2;7.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;;;0;1104;0;0.00;0;0.00;0;;;0;1104;0;0;0;0;0;0;0;0;0;0;0;0;0;43600;4;4.00;4;4.00;;4;10900,00;2;2.00;2;2.00;;3;1079;0,00
TQRMNOPYQHJOMNCDEGJBF00707388;2021;2;1;4;1;43;S;13;1104;3;2;19/04/2009;12;5;4;1;1;1;3;2;6.00;1;;1;;1;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;;;0;1104;0;0.00;0;0.00;0;;;0;1104;0;0;0;0;0;0;0;0;0;0;0;0;0;43600;4;4.00;4;4.00;;4;10900,00;2;2.00;2;2.00;;3;1079;0,00
TQRMNOPQRHMOKMCDEGJBF00702998;2021;2;1;1;1;43;S;13;796;1;2;15/10/1976;44;1;4;1;2;0;2;1;;1;;1;;2;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;4,00;0,00;1.00;1.00;1.00;1.00;1.00;2.00;9700.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;55314.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;1.00;4.00;0.00;0.00;1600.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;1600;1;1.00;1;1.00;;1;780;0;10100.00;2;2.00;2;2.00;;2;794;0;0;0;8500;0;0;0;0;0;0;0;0;8500;74100;6;7.00;7;6.00;;7;18525,00;4;5.00;4;4.00;;4;837;27352,99
TQRMNOPQRHMOKMCDEGJBF00702998;2021;2;1;2;1;43;S;13;796;6;1;26/11/1948;72;4;1;1;2;0;2;2;3.00;1;;1;;1;3;0;1;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;;;0;796;0;40000.00;7;7.00;7;7.00;;7;799;40000;0;0;0;0;0;0;0;0;0;0;0;40000;74100;6;7.00;7;6.00;;7;18525,00;4;5.00;4;4.00;;4;837;0,00
TQRMNOPQRHMOKMCDEGJBF00702998;2021;2;1;3;1;43;S;13;796;2;1;27/08/1977;43;1;4;1;2;0;2;1;;2;;1;;2;1;2;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;24,00;0,00;1.00;1.00;1.00;1.00;1.00;2.00;4000.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;72113.00;8.00;0.00;0.00;0.00;1.00;3.00;3.00;2.00;7.00;5.00;2.00;24000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;24000;4;4.00;4;4.00;;4;793;0;24000.00;4;5.00;4;4.00;;5;809;0;0;0;0;0;0;0;0;0;0;0;0;0;74100;6;7.00;7;6.00;;7;18525,00;4;5.00;4;4.00;;4;837;410294,81
