CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;COMPONENTE;H15;REGION;MAS_500;AGLOMERADO;PONDERA;CH03;CH04;CH05;CH06;CH07;CH08;CH09;CH10;CH11;CH12;CH13;CH14;CH15;CH15_COD;CH16;CH16_COD;NIVEL_ED;ESTADO;CAT_OCUP;CAT_INAC;IMPUTA;PP02C1;PP02C2;PP02C3;PP02C4;PP02C5;PP02C6;PP02C7;PP02C8;PP02E;PP02H;PP02I;PP03C;PP03D;PP3E_TOT;PP3F_TOT;PP03G;PP03H;PP03I;PP03J;INTENSI;PP04A;PP04B_COD;PP04B1;PP04B2;PP04B3_MES;PP04B3_ANO;PP04B3_DIA;PP04C;PP04C99;PP04D_COD;PP04G;PP05B2_MES;PP05B2_ANO;PP05B2_DIA;PP05C_1;PP05C_2;PP05C_3;PP05E;PP05F;PP05H;PP06A;PP06C;PP06D;PP06E;PP06H;PP07A;PP07C;PP07D;PP07E;PP07F1;PP07F2;PP07F3;PP07F4;PP07F5;PP07G1;PP07G2;PP07G3;PP07G4;PP07G_59;PP07H;PP07I;PP07J;PP07K;PP08D1;PP08D4;PP08F1;PP08F2;PP08J1;PP08J2;PP08J3;PP09A;PP09A_ESP;PP09B;PP09C;PP09C_ESP;PP10A;PP10C;PP10D;PP10E;PP11A;PP11B_COD;PP11B1;PP11B2_MES;PP11B2_ANO;PP11B2_DIA;PP11C;PP11C99;PP11D_COD;PP11G_ANO;PP11G_MES;PP11G_DIA;PP11L;PP11L1;PP11M;PP11N;PP11O;PP11P;PP11Q;PP11R;PP11S;PP11T;P21;DECOCUR;IDECOCUR;RDECOCUR;GDECOCUR;PDECOCUR;ADECOCUR;PONDIIO;TOT_P12;P47T;DECINDR;IDECINDR;RDECINDR;GDECINDR;PDECINDR;ADECINDR;PONDII;V2_M;V3_M;V4_M;V5_M;V8_M;V9_M;V10_M;V11_M;V12_M;V18_M;V19_AM;V21_M;T_VI;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;P21Actualizado
TQRMNOPXYHJOMNCDEGJBF00657785;2021;2;1;7;0;43;S;13;1029;3;2;08/12/2020;-1;5;4;3;0;0;0;0;;1;;6;;7;4;0;5;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;;;0;1029;0;0.00;0;0.00;0;;;0;1029;0;0;0;0;0;0;0;0;0;0;0;0;0;73600;6;7.00;7;6.00;;7;10514,29;2;2.00;2;2.00;;2;1021;0,00
TQRMNOPYQHJOMNCDEGJBF00707388;2021;2;1;1;1;43;S;13;1104;1;2;22/01/1988;33;5;4;1;2;0;3;1;;1;;1;;3;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;52,00;0,00;2.00;0.00;2.00;2.00;3.00;2.00;4803.00;2.00;0.00;0.00;0.00;0.00;2.00;0.00;30314.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;1.00;4.00;25000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;25000;4;4.00;4;4.00;;5;1093;0;43600.00;7;8.00;7;7.00;;8;1101;0;0;0;18600;0;0;0;0;0;0;0;0;18600;43600;4;4.00;4;4.00;;4;10900,00;2;2.00;2;2.00;;3;1079;427390,43
TQRMNORRUHLOLSCDEGJBF00707686;2021;2;1;1;1;43;S;13;692;1;2;27/11/1976;44;2;4;1;2;0;4;2;2.00;1;;1;;3;3;0;4;;0;0;0;0;0;0;0;0;0;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;;;0;692;0;1500.00;1;1.00;1;1.00;;1;692;0;0;0;1500;0;0;0;0;0;0;0;0;1500;56400;5;6.00;5;5.00;;6;9400,00;2;2.00;2;2.00;;2;755;0,00
TQRMNORRUHLOLSCDEGJBF00707686;2021;2;1;2;1;43;S;13;692;2;1;29/12/1977;43;2;4;1;2;0;2;1;;1;;1;;2;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;84,00;0,00;2.00;0.00;2.00;2.00;3.00;2.00;4903.00;2.00;0.00;0.00;0.00;0.00;3.00;0.00;34323.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;3.00;4.00;28000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;28000;4;5.00;4;4.00;;5;694;0;28000.00;5;5.00;5;5.00;;5;704;0;0;0;0;0;0;0;0;0;0;0;0;0;56400;5;6.00;5;5.00;;6;9400,00;2;2.00;2;2.00;;2;755;478677,28
TQRMNORRUHLOLSCDEGJBF00707686;2021;2;1;3;1;43;S;13;692;3;2;21/01/2001;20;1;4;1;1;1;5;2;2.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;;;0;692;0;8900.00;1;1.00;1;1.00;;1;693;0;0;0;8900;0;0;0;0;0;0;0;0;8900;56400;5;6.00;5;5.00;;6;9400,00;2;2.00;2;2.00;;2;755;0,00
TQRMNORRUHLOLSCDEGJBF00707686;2021;2;1;4;1;43;S;13;692;3;1;02/11/2004;16;5;4;1;1;1;3;2;7.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;;;0;692;0;0.00;0;0.00;0;;;0;692;0;0;0;0;0;0;0;0;0;0;0;0;0;56400;5;6.00;5;5.00;;6;9400,00;2;2.00;2;2.00;;2;755;0,00
TQRMNORRUHLOLSCDEGJBF00707686;2021;2;1;5;1;43;S;13;692;4;1;10/06/1995;25;1;4;1;2;0;3;1;;1;;1;;3;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;24,00;0,00;2.00;0.00;1.00;1.00;2.00;2.00;4502.00;2.00;0.00;0.00;0.00;0.00;3.00;0.00;56314.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;1.00;4.00;18000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;18000;3;3.00;3;3.00;;3;704;0;18000.00;3;3.00;3;3.00;;3;704;0;0;0;0;0;0;0;0;0;0;0;0;0;56400;5;6.00;5;5.00;;6;9400,00;2;2.00;2;2.00;;2;755;307721,11
TQRMNORRUHLOLSCDEGJBF00707686;2021;2;1;6;0;43;S;13;692;5;1;13/07/2019;1;5;4;3;0;0;0;0;;1;;6;;7;4;0;5;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;;;0;692;0;0.00;0;0.00;0;;;0;692;0;0;0;0;0;0;0;0;0;0;0;0;0;56400;5;6.00;5;5.00;;6;9400,00;2;2.00;2;2.00;;2;755;0,00
TQRMNOQQRHJLLSCDEGJBF00657783;2021;2;1;1;1;43;S;13;865;1;1;27/05/1939;81;2;1;1;2;0;4;1;;3;30.00;1;;4;3;0;1;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;;;0;865;0;22000.00;4;4.00;4;4.00;;4;881;22000;0;0;0;0;0;0;0;0;0;0;0;22000;44000;4;4.00;4;4.00;;4;22000,00;5;6.00;5;5.00;;5;872;0,00
TQRMNOQQRHJLLSCDEGJBF00657783;2021;2;1;2;1;43;S;13;865;2;2;07/12/1934;86;2;1;1;2;0;4;1;;1;;1;;4;3;0;1;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;;;0;865;0;22000.00;4;4.00;4;4.00;;4;868;22000;0;0;0;0;0;0;0;0;0;0;0;22000;44000;4;4.00;4;4.00;;4;22000,00;5;6.00;5;5.00;;5;872;0,00
TQRMNOQQTHJLLSCDEGJBF00657748;2021;2;1;1;1;43;S;13;677;1;2;27/03/1967;54;3;1;1;2;0;7;2;3.00;1;;1;;5;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;2.00;2.00;10,00;8,00;1.00;1.00;1.00;1.00;1.00;2.00;9700.00;1.00;2.00;0.00;15.00;0.00;0.00;0.00;55314.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;2.00;2.00;0.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;11500.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;11500;2;2.00;2;2.00;;2;663;5000;46500.00;7;8.00;8;7.00;;8;677;0;0;0;0;0;0;0;0;30000;0;0;0;30000;90500;7;8.00;8;7.00;;8;22625,00;5;6.00;5;5.00;;6;697;196599,60
TQRMNOQQTHJLLSCDEGJBF00657748;2021;2;1;2;1;43;S;13;677;3;2;02/02/1999;22;5;1;1;2;0;7;1;;1;;1;;6;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;20,00;0,00;2.00;0.00;2.00;2.00;2.00;2.00;8509.00;2.00;0.00;0.00;0.00;0.00;7.00;0.00;41332.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;1.00;3.00;4.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;1.00;1.00;3.00;40000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;40000;6;7.00;6;6.00;;7;680;0;40000.00;7;7.00;7;6.00;;7;678;0;0;0;0;0;0;0;0;0;0;0;0;0;90500;7;8.00;8;7.00;;8;22625,00;5;6.00;5;5.00;;6;697;683824,68
TQRMNOQQTHJLLSCDEGJBF00657748;2021;2;1;3;1;43;S;13;677;3;1;30/07/2003;17;5;4;1;1;1;5;2;2.00;1;;1;;3;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;4,00;0,00;2.00;0.00;2.00;2.00;2.00;2.00;9301.00;2.00;0.00;0.00;0.00;0.00;7.00;0.00;51312.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;1.00;5.00;3.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;1.00;4.00;4000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;4000;1;1.00;1;1.00;;1;685;0;4000.00;1;1.00;1;1.00;;1;692;0;0;0;0;0;0;0;0;0;0;0;0;0;90500;7;8.00;8;7.00;;8;22625,00;5;6.00;5;5.00;;6;697;68382,47
TQRMNOQQTHJLLSCDEGJBF00657748;2021;2;1;4;1;43;S;13;677;3;2;18/05/2006;15;5;4;1;1;1;5;2;0.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;;;0;677;0;0.00;0;0.00;0;;;0;677;0;0;0;0;0;0;0;0;0;0;0;0;0;90500;7;8.00;8;7.00;;8;22625,00;5;6.00;5;5.00;;6;697;0,00
TQRMNOQQPHJMLTCDEGJBF00657749;2021;2;1;1;1;43;S;13;708;1;1;15/08/1939;81;2;1;1;2;0;4;1;;1;;1;;4;3;0;1;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;;;0;708;0;23500.00;4;5.00;4;4.00;;5;736;22000;0;0;1500;0;0;0;0;0;0;0;0;23500;47000;4;4.00;4;4.00;;5;23500,00;6;6.00;6;6.00;;6;732;0,00
TQRMNOQQPHJMLTCDEGJBF00657749;2021;2;1;2;1;43;S;13;708;2;2;12/07/1937;83;2;1;1;2;0;2;1;;1;;1;;2;3;0;1;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;;;0;708;0;23500.00;4;5.00;4;4.00;;5;727;22000;0;0;1500;0;0;0;0;0;0;0;0;23500;47000;4;4.00;4;4.00;;5;23500,00;6;6.00;6;6.00;;6;732;0,00
TQRMNOQQXHJMLTCDEGJBF00657750;2021;2;1;1;1;43;S;13;795;1;2;27/04/1934;87;4;1;1;2;0;4;1;;3;6.00;1;;4;3;0;1;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;;;0;795;0;68000.00;9;9.00;9;9.00;;9;812;50000;0;0;0;0;0;0;0;18000;0;0;0;68000;68000;6;6.00;6;6.00;;7;68000,00;10;10.00;10;10.00;;10;806;0,00
TQRMNORVRHJMLTCDEGJBF00657751;2021;2;1;1;1;43;S;13;795;1;2;19/10/1945;75;3;1;1;2;0;6;1;;1;;1;;6;3;0;1;;0;0;0;0;0;0;0;0;0;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;;;0;795;0;42000.00;7;7.00;7;7.00;;7;812;37000;0;0;0;0;0;0;0;5000;0;0;0;42000;42000;3;4.00;4;3.00;;4;42000,00;8;9.00;8;8.00;;8;806;0,00
TQRMNORVUHJMLTCDEGJBF00657792;2021;2;1;1;1;43;S;13;629;1;2;01/06/1969;52;2;1;1;2;0;2;1;;2;;1;;2;3;0;4;;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0.00;0;;;0;629;800;800.00;1;1.00;1;1.00;;1;644;0;0;0;0;0;0;0;0;0;0;0;0;0;48800;4;5.00;5;4.00;;5;16266,67;4;4.00;4;3.00;;4;683;0,00
TQRMNORVUHJMLTCDEGJBF00657792;2021;2;1;2;1;43;S;13;629;2;1;02/12/1962;58;2;1;1;2;0;2;1;;1;;1;;2;1;2;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;48,00;0,00;2.00;0.00;2.00;2.00;3.00;2.00;4903.00;2.00;0.00;0.00;0.00;0.00;2.00;0.00;34123.00;4.00;0.00;0.00;0.00;3.00;3.00;1.00;1.00;7.00;6.00;1.00;0.00;36000.00;3.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;36000;6;6.00;6;5.00;;6;653;0;36000.00;6;7.00;6;6.00;;7;655;0;0;0;0;0;0;0;0;0;0;0;0;0;48800;4;5.00;5;4.00;;5;16266,67;4;4.00;4;3.00;;4;683;615442,22
TQRMNORVUHJMLTCDEGJBF00657792;2021;2;1;3;1;43;S;13;629;3;1;11/10/1995;25;5;4;1;2;0;3;2;6.00;1;;1;;1;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;12,00;0,00;1.00;1.00;1.00;1.00;1.00;2.00;1009.00;2.00;0.00;0.00;0.00;0.00;99.00;1.00;53314.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;9.00;1.00;4.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;1.00;4.00;0.00;0.00;12000.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;12000;2;2.00;2;2.00;;2;643;0;12000.00;2;2.00;2;2.00;;2;646;0;0;0;0;0;0;0;0;0;0;0;0;0;48800;4;5.00;5;4.00;;5;16266,67;4;4.00;4;3.00;;4;683;205147,41
TQSMNORVUHJMLTCDEGJBF00657793;2021;2;1;1;1;43;S;13;700;1;2;19/12/1990;30;5;1;1;2;0;5;1;;1;;1;;4;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;48,00;0,00;2.00;0.00;2.00;2.00;3.00;2.00;4808.00;2.00;0.00;0.00;0.00;0.00;9.00;0.00;20333.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;2.00;0.00;0.00;2.00;2.00;2.00;1.00;0.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;38000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;38000;6;6.00;6;6.00;;6;719;0;38000.00;6;7.00;6;6.00;;7;714;0;0;0;0;0;0;0;0;0;0;0;0;0;38000;3;3.00;3;3.00;;3;38000,00;8;8.00;8;8.00;;8;705;649633,45
TQRMNOQVSHKLSLCDEIJAH00655997;2021;2;52;1;1;1;S;33;1749;1;2;07/06/1974;46;3;4;1;2;0;2;1;;1;;1;;2;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;50,00;0,00;2.00;0.00;2.00;1.00;3.00;2.00;9700.00;1.00;1.00;3.00;0.00;0.00;0.00;0.00;55314.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;2.00;2.00;0.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;1.00;4.00;16000.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;16000;3;;2;2.00;;3;2139;0;16000.00;2;;2;2.00;;2;2367;0;0;0;0;0;0;0;0;0;0;0;0;0;16000;1;;1;1.00;;1;16000,00;4;;3;3.00;;4;2318;273529,87
TQRMNOQVSHKLSLCDEIJAH00655997;2021;2;1;1;1;1;S;33;3523;1;2;03/06/1943;78;4;1;1;2;0;6;1;;1;;1;;6;3;0;1;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;0;3523;0;-9.00;12;;12;12.00;;12;0;-9;0;0;0;0;0;0;0;0;0;0;0;-9;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0,00
TQRMNOPXWHJLTOCDEIJAH00663404;2021;2;1;1;1;1;S;33;3510;1;1;15/04/1970;51;5;1;1;1;1;7;2;5.00;1;;1;;5;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;16,00;0,00;1.00;1.00;1.00;1.00;1.00;1.00;8501.00;2.00;0.00;0.00;0.00;0.00;9.00;0.00;41332.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;6000.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;6000;1;;1;1.00;;1;4769;0;6000.00;1;;1;1.00;;1;5530;0;0;0;0;0;0;0;0;0;0;0;0;0;60870;5;;5;5.00;;5;30435,00;7;;7;7.00;;7;5585;102573,70
TQRMNOPXWHJLTOCDEIJAH00663404;2021;2;1;2;1;1;S;33;3510;6;2;30/01/1937;84;4;1;1;2;0;2;2;3.00;5;417.00;1;;1;3;0;1;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;0;3510;0;54870.00;8;;8;8.00;;8;4453;54000;0;0;870;0;0;0;0;0;0;0;0;54870;60870;5;;5;5.00;;5;30435,00;7;;7;7.00;;7;5585;0,00
TQRMNOSXYHJLTOCDEIJAH00707688;2021;2;1;1;1;1;S;33;3735;1;1;21/10/1969;51;2;1;1;2;0;7;1;;1;;1;;6;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;40,00;0,00;2.00;0.00;2.00;2.00;2.00;2.00;4000.00;2.00;0.00;0.00;0.00;0.00;99.00;9.00;72331.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;2.00;0.00;0.00;2.00;2.00;2.00;1.00;0.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;-9.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9;12;;12;12.00;;12;0;0;-9.00;12;;12;12.00;;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;-9,00
TQRMNOSXYHJLTOCDEIJAH00707688;2021;2;1;2;1;1;S;33;3735;2;2;28/08/1970;50;2;1;1;2;0;6;1;;1;;1;;6;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;40,00;0,00;2.00;0.00;2.00;2.00;2.00;2.00;8501.00;2.00;0.00;0.00;0.00;0.00;6.00;0.00;41332.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;-9.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9;12;;12;12.00;;12;0;0;-9.00;12;;12;12.00;;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;-9,00
TQRMNOSXYHJLTOCDEIJAH00707688;2021;2;1;3;1;1;S;33;3735;3;1;16/03/1994;27;5;1;1;1;2;7;2;2.00;1;;1;;5;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;30,00;0,00;2.00;0.00;2.00;2.00;2.00;2.00;8200.00;2.00;0.00;0.00;0.00;0.00;99.00;9.00;35333.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;-9.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9;12;;12;12.00;;12;0;0;-9.00;12;;12;12.00;;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;-9,00
TQRMNOSXYHJLTOCDEIJAH00707688;2021;2;1;4;1;1;S;33;3735;3;1;06/10/2000;20;5;1;1;2;0;7;2;2.00;1;;1;;5;2;3;0;;2;1;2;2;2;2;2;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.00;2.00;1.00;5.00;3.00;8600.00;2.00;0.00;0.00;0.00;9.00;0.00;20313.00;0.00;11.00;0.00;0.00;2.00;0.00;1.00;9.00;0.00;0.00;0.00;0.00;2.00;0;0;;0;;;0;3735;0;0.00;0;;0;;;0;3735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0,00
TQRMNOSTWHLOKTCDEIJAH00703214;2021;2;1;1;1;1;S;33;372;1;2;31/01/1975;46;5;1;1;2;0;4;2;3.00;1;;1;;3;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;45,00;0,00;2.00;0.00;2.00;2.00;2.00;2.00;3200.00;2.00;0.00;0.00;0.00;0.00;7.00;0.00;80312.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;2.00;0.00;0.00;1.00;2.00;2.00;2.00;0.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;45000.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;45000;7;;6;7.00;;7;418;0;45000.00;7;;7;7.00;;7;417;0;0;0;0;0;0;0;0;0;0;0;0;0;45000;4;;3;4.00;;4;22500,00;5;;5;5.00;;6;458;769302,77
TQRMNOSTWHLOKTCDEIJAH00703214;2021;2;1;2;1;1;S;33;372;3;2;07/02/2007;14;5;1;1;1;1;4;2;2.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;0;372;0;0.00;0;;0;;;0;372;0;0;0;0;0;0;0;0;0;0;0;0;0;45000;4;;3;4.00;;4;22500,00;5;;5;5.00;;6;458;0,00
