CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;COMPONENTE;H15;REGION;MAS_500;AGLOMERADO;PONDERA;CH03;CH04;CH05;CH06;CH07;CH08;CH09;CH10;CH11;CH12;CH13;CH14;CH15;CH15_COD;CH16;CH16_COD;NIVEL_ED;ESTADO;CAT_OCUP;CAT_INAC;IMPUTA;PP02C1;PP02C2;PP02C3;PP02C4;PP02C5;PP02C6;PP02C7;PP02C8;PP02E;PP02H;PP02I;PP03C;PP03D;PP3E_TOT;PP3F_TOT;PP03G;PP03H;PP03I;PP03J;INTENSI;PP04A;PP04B_COD;PP04B1;PP04B2;PP04B3_MES;PP04B3_ANO;PP04B3_DIA;PP04C;PP04C99;PP04D_COD;PP04G;PP05B2_MES;PP05B2_ANO;PP05B2_DIA;PP05C_1;PP05C_2;PP05C_3;PP05E;PP05F;PP05H;PP06A;PP06C;PP06D;PP06E;PP06H;PP07A;PP07C;PP07D;PP07E;PP07F1;PP07F2;PP07F3;PP07F4;PP07F5;PP07G1;PP07G2;PP07G3;PP07G4;PP07G_59;PP07H;PP07I;PP07J;PP07K;PP08D1;PP08D4;PP08F1;PP08F2;PP08J1;PP08J2;PP08J3;PP09A;PP09A_ESP;PP09B;PP09C;PP09C_ESP;PP10A;PP10C;PP10D;PP10E;PP11A;PP11B_COD;PP11B1;PP11B2_MES;PP11B2_ANO;PP11B2_DIA;PP11C;PP11C99;PP11D_COD;PP11G_ANO;PP11G_MES;PP11G_DIA;PP11L;PP11L1;PP11M;PP11N;PP11O;PP11P;PP11Q;PP11R;PP11S;PP11T;P21;DECOCUR;IDECOCUR;RDECOCUR;GDECOCUR;PDECOCUR;ADECOCUR;PONDIIO;TOT_P12;P47T;DECINDR;IDECINDR;RDECINDR;GDECINDR;PDECINDR;ADECINDR;PONDII;V2_M;V3_M;V4_M;V5_M;V8_M;V9_M;V10_M;V11_M;V12_M;V18_M;V19_AM;V21_M;T_VI;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;P21Actualizado
TQRMNOPUSHMNLMCDEGJBF00642473;2020;3;1;3;1;43;S;13;402;3;1;;27;5;4;1;2;0;5;1;;1;;1;;4;2;3;0;0;2;1;2;2;2;2;2;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.00;1.00;0.00;5.00;2.00;6100.00;2.00;0.00;0.00;0.00;99.00;9.00;35323.00;0.00;4.00;0.00;0.00;1.00;3.00;1.00;1.00;2.00;2.00;1.00;1.00;2.00;0;0;00;0;;;0;402;0;0.00;0;00;0;;;0;402;0;0;0;0;0;0;0;0;0;0;0;0;0;64000;07;07;07;;;08;21333,33;06;06;06;;;07;400;0,00
TQRMNOUTQHKLLLCDEGJBF00661086;2020;3;1;1;1;43;S;13;741;1;1;;22;5;1;1;1;1;7;2;0.00;3;22.00;3;22.00;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;6,00;0,00;1.00;1.00;1.00;1.00;1.00;2.00;9602.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;57113.00;8.00;0.00;0.00;0.00;1.00;3.00;3.00;1.00;7.00;1.00;2.00;6000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;6000;1;02;1;;;2;753;0;6000.00;1;01;1;;;1;771;0;0;0;0;0;0;0;0;0;0;0;0;0;48000;05;05;05;;;06;16000,00;05;05;04;;;05;777;141540,41
TQRMNOUTQHKLLLCDEGJBF00661086;2020;3;1;2;1;43;S;13;741;8;1;;25;5;4;1;1;1;7;2;2.00;3;22.00;3;22.00;5;2;2;0;0;2;1;2;2;2;2;1;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.00;1.00;0.00;2.00;2.00;8501.00;2.00;0.00;0.00;0.00;1.00;0.00;41132.00;0.00;4.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;00;0;;;0;741;2000;2000.00;1;01;1;;;1;782;0;0;0;0;0;0;0;0;0;0;0;0;0;48000;05;05;05;;;06;16000,00;05;05;04;;;05;777;0,00
TQRMNOUTQHKLLLCDEGJBF00661086;2020;3;1;3;1;43;S;13;741;8;1;;20;5;1;1;1;1;6;2;1.00;3;22.00;3;22.00;5;3;0;3;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;741;0;40000.00;8;08;8;;;8;782;0;0;0;0;0;0;0;0;40000;0;0;0;40000;48000;05;05;05;;;06;16000,00;05;05;04;;;05;777;0,00
TQRMNOQVUHKKLNCDEGJBF00661087;2020;3;1;1;1;43;S;13;1279;1;2;;27;5;4;1;1;1;7;2;0.00;3;58.00;1;;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;48,00;0,00;2.00;0.00;2.00;2.00;3.00;2.00;5601.00;2.00;0.00;0.00;0.00;0.00;7.00;0.00;53314.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;9.00;9.00;4.00;2.00;2.00;2.00;1.00;0.00;1.00;1.00;1.00;2.00;0.00;2.00;2.00;3.00;4.00;17856.00;0.00;0.00;0.00;3000.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;17856;4;04;4;;;5;1227;0;30856.00;7;07;7;;;7;1260;0;0;0;10000;0;0;0;0;0;0;0;0;10000;84856;08;09;08;;;09;42428,00;09;09;09;;;09;1284;421224,26
TQRMNORSRHLOKNCDEGJBF00636474;2020;3;1;1;1;43;S;13;1478;1;2;04/01/2004;34;1;4;1;2;0;6;2;0.00;1;;1;;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;84,00;0,00;2.00;0.00;2.00;2.00;3.00;2.00;4803.00;2.00;0.00;0.00;0.00;0.00;2.00;0.00;30113.00;1.00;0.00;0.00;0.00;1.00;1.00;3.00;1.00;7.00;5.00;1.00;0.00;5000.00;3.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;5000;1;01;1;;;2;1478;0;11000.00;2;02;2;;;2;1546;0;0;0;6000;0;0;0;0;0;0;0;0;6000;16000;01;01;01;;;01;4000,00;01;01;01;;;01;1512;117950,34
TQRMNORSRHLOKNCDEGJBF00636474;2020;3;1;2;1;43;S;13;1478;2;1;02/10/1504;39;1;4;1;2;0;2;1;;3;50.00;1;;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;84,00;0,00;2.00;0.00;2.00;2.00;3.00;2.00;4803.00;2.00;0.00;0.00;0.00;0.00;2.00;0.00;30113.00;1.00;0.00;0.00;0.00;1.00;1.00;3.00;1.00;7.00;5.00;1.00;0.00;5000.00;3.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;5000;1;01;1;;;2;1547;0;5000.00;1;01;1;;;1;1573;0;0;0;0;0;0;0;0;0;0;0;0;0;16000;01;01;01;;;01;4000,00;01;01;01;;;01;1512;117950,34
TQRMNORSRHLOKNCDEGJBF00636474;2020;3;1;3;0;43;S;13;1478;3;2;;3;5;4;2;3;0;0;0;;1;;6;;7;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;1478;0;0.00;0;00;0;;;0;1478;0;0;0;0;0;0;0;0;0;0;0;0;0;16000;01;01;01;;;01;4000,00;01;01;01;;;01;1512;0,00
TQRMNORSRHLOKNCDEGJBF00636474;2020;3;1;4;0;43;S;13;1478;3;1;;6;5;4;1;1;1;3;2;0.00;1;;1;;1;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;1478;0;0.00;0;00;0;;;0;1478;0;0;0;0;0;0;0;0;0;0;0;0;0;16000;01;01;01;;;01;4000,00;01;01;01;;;01;1512;0,00
TQRMNORSTHLOKNCDEGJBF00636384;2020;3;2;1;1;43;S;13;1491;1;2;;53;5;4;1;2;0;2;1;;3;86.00;1;;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;84,00;0,00;2.00;0.00;2.00;2.00;3.00;2.00;4803.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;30113.00;1.00;0.00;0.00;0.00;1.00;1.00;3.00;1.00;7.00;2.00;2.00;10000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;10000;2;03;2;;;3;1490;0;10000.00;2;02;2;;;2;1520;0;0;0;0;0;0;0;0;0;0;0;0;0;34600;04;04;04;;;04;8650,00;02;02;02;;;02;1466;235900,68
TQRMNORSTHLOKNCDEGJBF00636384;2020;3;2;2;1;43;S;13;1491;3;1;01/08/2504;29;5;3;1;2;0;5;1;;1;;1;;4;3;0;1;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;1491;0;14600.00;3;03;3;;;3;1585;14600;0;0;0;0;0;0;0;0;0;0;0;14600;34600;04;04;04;;;04;8650,00;02;02;02;;;02;1466;0,00
TQRMNORSTHLOKNCDEGJBF00636384;2020;3;2;3;1;43;S;13;1491;3;1;;25;5;4;1;2;0;3;2;6.00;1;;1;;1;2;3;0;0;2;2;2;2;2;1;2;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.00;1.00;0.00;3.00;2.00;1001.00;2.00;0.00;0.00;0.00;99.00;9.00;80313.00;0.00;3.00;0.00;0.00;1.00;3.00;2.00;4.00;0.00;0.00;0.00;0.00;2.00;0;0;00;0;;;0;1491;0;0.00;0;00;0;;;0;1491;0;0;0;0;0;0;0;0;0;0;0;0;0;34600;04;04;04;;;04;8650,00;02;02;02;;;02;1466;0,00
TQRMNORSTHLOKNCDEGJBF00636384;2020;3;2;4;1;43;S;13;1491;3;2;;20;5;1;1;2;0;3;1;;1;;1;;3;2;3;0;0;2;1;2;2;2;2;2;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.00;1.00;0.00;4.00;2.00;1009.00;2.00;0.00;0.00;0.00;6.00;0.00;30314.00;0.00;3.00;0.00;0.00;2.00;0.00;2.00;1.00;1.00;0.00;2.00;1.00;2.00;0;0;00;0;;;0;1491;0;10000.00;2;02;2;;;2;1543;0;0;0;10000;0;0;0;0;0;0;0;0;10000;34600;04;04;04;;;04;8650,00;02;02;02;;;02;1466;0,00
TQRMNORSUHLOKNCDEGJBF00636430;2020;3;1;1;1;43;S;13;1182;1;1;;31;5;4;1;2;0;5;2;2.00;1;;1;;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2.00;2.00;21,00;1,00;1.00;1.00;1.00;1.00;1.00;2.00;4803.00;2.00;0.00;0.00;0.00;0.00;3.00;0.00;30314.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;2.00;4.00;1.00;2.00;2.00;2.00;0.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;1.00;4.00;8000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;8000;2;02;2;;;2;1197;4000;22000.00;5;05;5;;;6;1183;0;0;0;10000;0;0;0;0;0;0;0;0;10000;22000;02;02;02;;;02;11000,00;03;03;03;;;03;1218;188720,55
TQRMNORSUHLOKNCDEGJBF00636430;2020;3;1;3;0;43;S;13;1182;3;1;;6;5;4;2;1;1;3;2;0.00;1;;1;;1;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;1182;0;0.00;0;00;0;;;0;1182;0;0;0;0;0;0;0;0;0;0;0;0;0;22000;02;02;02;;;02;11000,00;03;03;03;;;03;1218;0,00
TQRMNOSSXHLOLSCDEGJBF00636501;2020;3;1;1;1;43;S;13;1824;1;1;;48;3;4;1;2;0;2;1;;1;;1;;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;18,00;0,00;1.00;1.00;1.00;1.00;1.00;2.00;8102.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;72113.00;8.00;0.00;0.00;0.00;3.00;3.00;3.00;2.00;7.00;6.00;2.00;8000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;8000;2;02;2;;;2;1853;0;8000.00;1;01;1;;;2;1865;0;0;0;0;0;0;0;0;0;0;0;0;0;18000;01;01;02;;;02;9000,00;03;02;02;;;02;1906;188720,55
TQRMNOSSXHLOLSCDEGJBF00636501;2020;3;1;2;1;43;S;13;1824;8;1;10/05/0304;50;3;4;1;2;0;2;1;;1;;1;;2;3;0;4;0;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;1824;0;10000.00;2;02;2;;;2;1893;0;0;0;10000;0;0;0;0;0;0;0;0;10000;18000;01;01;02;;;02;9000,00;03;02;02;;;02;1906;0,00
TQRMNOQSPHJOLQCDEGJBF00657833;2020;3;1;1;1;43;S;13;1306;1;2;;37;1;4;1;2;0;3;1;;1;;1;;3;3;0;4;0;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;1306;0;16600.00;3;04;3;;;4;1298;0;0;0;16600;0;0;0;0;0;0;0;0;16600;24600;02;02;02;;;03;8200,00;02;02;02;;;02;1272;0,00
TQRMNOQSPHJOLQCDEGJBF00657833;2020;3;1;2;1;43;S;13;1306;2;1;;31;1;4;1;2;0;3;1;;1;;1;;3;3;0;1;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;1306;0;8000.00;1;01;1;;;1;1355;8000;0;0;0;0;0;0;0;0;0;0;0;8000;24600;02;02;02;;;03;8200,00;02;02;02;;;02;1272;0,00
TQRMNOQSPHJOLQCDEGJBF00657833;2020;3;1;3;0;43;S;13;1306;3;2;;6;5;4;1;1;1;3;2;0.00;1;;1;;1;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;1306;0;0.00;0;00;0;;;0;1306;0;0;0;0;0;0;0;0;0;0;0;0;0;24600;02;02;02;;;03;8200,00;02;02;02;;;02;1272;0,00
TQRMNOQSWHJOLQCDEGJBF00661106;2020;3;1;1;1;43;S;13;1647;1;1;07/09/2904;25;1;4;1;2;0;5;1;;1;;1;;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;24,00;0,00;1.00;1.00;1.00;1.00;1.00;2.00;4000.00;2.00;0.00;0.00;0.00;0.00;2.00;0.00;72113.00;8.00;0.00;0.00;0.00;1.00;3.00;3.00;1.00;7.00;2.00;1.00;0.00;14000.00;3.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;14000;3;03;3;;;4;1672;0;24000.00;5;06;5;;;6;1727;0;0;0;10000;0;0;0;0;0;0;0;0;10000;24000;02;02;02;;;03;12000,00;03;03;03;;;03;1698;330260,96
TQRMNOQSWHJOLQCDEGJBF00661106;2020;3;1;2;1;43;S;13;1647;2;2;;20;1;1;1;2;0;3;1;;1;;1;;3;3;0;7;0;0;0;0;0;0;0;0;0;0;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;1647;0;0.00;0;00;0;;;0;1647;0;0;0;0;0;0;0;0;0;0;0;0;0;24000;02;02;02;;;03;12000,00;03;03;03;;;03;1698;0,00
TQRMNOQSXHJOLQCDEGJBF00661107;2020;3;1;1;1;43;S;13;1647;1;1;;42;3;4;1;2;0;2;1;;1;;1;;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;56,00;0,00;2.00;0.00;2.00;2.00;3.00;2.00;4803.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;30113.00;1.00;0.00;0.00;0.00;1.00;1.00;3.00;1.00;7.00;6.00;2.00;2000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;1;01;1;;;1;1658;0;2000.00;1;01;1;;;1;1683;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;01;01;01;;;01;2000,00;01;01;01;;;01;1694;47180,14
TQRMNORSTHMOLRCDEGJBF00642296;2020;3;1;1;1;43;S;13;1440;1;2;03/01/0404;50;3;4;1;2;0;2;1;;1;;1;;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;4,00;0,00;1.00;1.00;1.00;1.00;1.00;2.00;9700.00;1.00;1.00;0.00;0.00;15.00;0.00;0.00;55314.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;1.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;1440;0;7200.00;1;01;1;;;1;1438;0;0;0;7200;0;0;0;0;0;0;0;0;7200;7200;01;01;01;;;01;1800,00;01;01;01;;;01;1596;0,00
TQRMNORSTHMOLRCDEGJBF00642296;2020;3;1;2;1;43;S;13;1440;3;1;;14;5;4;1;1;1;3;2;5.00;1;;1;;1;3;0;3;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;1440;0;0.00;0;00;0;;;0;1440;0;0;0;0;0;0;0;0;0;0;0;0;0;7200;01;01;01;;;01;1800,00;01;01;01;;;01;1596;0,00
TQRMNORSTHMOLRCDEGJBF00642296;2020;3;1;3;1;43;S;13;1440;3;1;;11;5;4;1;1;1;3;2;5.00;1;;1;;1;3;0;3;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;1440;0;0.00;0;00;0;;;0;1440;0;0;0;0;0;0;0;0;0;0;0;0;0;7200;01;01;01;;;01;1800,00;01;01;01;;;01;1596;0,00
TQRMNORSTHMOLRCDEGJBF00642296;2020;3;1;4;1;43;S;13;1440;3;1;;10;5;4;1;1;1;3;2;3.00;1;;1;;1;3;0;3;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;1440;0;0.00;0;00;0;;;0;1440;0;0;0;0;0;0;0;0;0;0;0;0;0;7200;01;01;01;;;01;1800,00;01;01;01;;;01;1596;0,00
TQRMNOQYRHLLLQCDEGJBF00636490;2020;3;1;1;1;43;S;13;2099;1;1;;46;2;1;1;2;0;7;2;3.00;3;6.00;1;;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;55,00;0,00;2.00;0.00;2.00;2.00;3.00;2.00;4804.00;2.00;0.00;0.00;0.00;0.00;8.00;0.00;30333.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;2.00;0.00;0.00;2.00;2.00;2.00;1.00;0.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;29000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;29000;6;06;6;;;7;2083;0;29000.00;6;07;6;;;7;2137;0;0;0;0;0;0;0;0;0;0;0;0;0;29000;03;03;03;;;03;7250,00;02;02;02;;;02;2175;684111,98
TQRMNOQYRHLLLQCDEGJBF00636490;2020;3;1;2;1;43;S;13;2099;2;2;;48;2;1;1;2;0;7;2;4.00;3;46.00;1;;5;3;0;4;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;2099;0;0.00;0;00;0;;;0;2099;0;0;0;0;0;0;0;0;0;0;0;0;0;29000;03;03;03;;;03;7250,00;02;02;02;;;02;2175;0,00
TQRMNOQYRHLLLQCDEGJBF00636490;2020;3;1;3;1;43;S;13;2099;3;1;;15;5;1;1;1;2;3;2;8.00;1;;1;;3;3;0;3;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;2099;0;0.00;0;00;0;;;0;2099;0;0;0;0;0;0;0;0;0;0;0;0;0;29000;03;03;03;;;03;7250,00;02;02;02;;;02;2175;0,00
TQRMNOQYRHLLLQCDEGJBF00636490;2020;3;1;4;1;43;S;13;2099;3;2;;10;5;1;1;1;2;3;2;4.00;1;;1;;1;3;0;3;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;2099;0;0.00;0;00;0;;;0;2099;0;0;0;0;0;0;0;0;0;0;0;0;0;29000;03;03;03;;;03;7250,00;02;02;02;;;02;2175;0,00
TQRMNOQYSHLLLQCDEGJBF00636485;2020;3;1;1;1;43;S;13;1678;1;2;;33;3;4;1;2;0;6;1;;1;;1;;6;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;32,00;0,00;2.00;0.00;2.00;2.00;2.00;2.00;3800.00;2.00;0.00;0.00;0.00;0.00;9.00;0.00;10333.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;1.00;9.00;4.00;2.00;2.00;2.00;1.00;0.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;1.00;4.00;18000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;18000;4;04;4;;;5;1739;0;51100.00;9;09;9;;;9;1705;0;0;0;13100;0;0;0;0;20000;0;0;0;33100;51100;06;06;06;;;07;17033,33;05;05;05;;;05;1642;424621,23
TQRMNOQYSHLLLQCDEGJBF00636485;2020;3;1;2;0;43;S;13;1678;3;1;;8;5;4;1;1;1;3;2;1.00;1;;1;;1;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;1678;0;0.00;0;00;0;;;0;1678;0;0;0;0;0;0;0;0;0;0;0;0;0;51100;06;06;06;;;07;17033,33;05;05;05;;;05;1642;0,00
TQRMNOQYSHLLLQCDEGJBF00636485;2020;3;1;3;0;43;S;13;1678;3;2;;5;5;4;1;1;1;1;2;0.00;1;;1;;7;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;00;0;;;0;1678;0;0.00;0;00;0;;;0;1678;0;0;0;0;0;0;0;0;0;0;0;0;0;51100;06;06;06;;;07;17033,33;05;05;05;;;05;1642;0,00
