CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;COMPONENTE;H15;REGION;MAS_500;AGLOMERADO;PONDERA;CH03;CH04;CH05;CH06;CH07;CH08;CH09;CH10;CH11;CH12;CH13;CH14;CH15;CH15_COD;CH16;CH16_COD;NIVEL_ED;ESTADO;CAT_OCUP;CAT_INAC;IMPUTA;PP02C1;PP02C2;PP02C3;PP02C4;PP02C5;PP02C6;PP02C7;PP02C8;PP02E;PP02H;PP02I;PP03C;PP03D;PP3E_TOT;PP3F_TOT;PP03G;PP03H;PP03I;PP03J;INTENSI;PP04A;PP04B_COD;PP04B1;PP04B2;PP04B3_MES;PP04B3_ANO;PP04B3_DIA;PP04C;PP04C99;PP04D_COD;PP04G;PP05B2_MES;PP05B2_ANO;PP05B2_DIA;PP05C_1;PP05C_2;PP05C_3;PP05E;PP05F;PP05H;PP06A;PP06C;PP06D;PP06E;PP06H;PP07A;PP07C;PP07D;PP07E;PP07F1;PP07F2;PP07F3;PP07F4;PP07F5;PP07G1;PP07G2;PP07G3;PP07G4;PP07G_59;PP07H;PP07I;PP07J;PP07K;PP08D1;PP08D4;PP08F1;PP08F2;PP08J1;PP08J2;PP08J3;PP09A;PP09A_ESP;PP09B;PP09C;PP09C_ESP;PP10A;PP10C;PP10D;PP10E;PP11A;PP11B_COD;PP11B1;PP11B2_MES;PP11B2_ANO;PP11B2_DIA;PP11C;PP11C99;PP11D_COD;PP11G_ANO;PP11G_MES;PP11G_DIA;PP11L;PP11L1;PP11M;PP11N;PP11O;PP11P;PP11Q;PP11R;PP11S;PP11T;P21;DECOCUR;IDECOCUR;RDECOCUR;GDECOCUR;PDECOCUR;ADECOCUR;PONDIIO;TOT_P12;P47T;DECINDR;IDECINDR;RDECINDR;GDECINDR;PDECINDR;ADECINDR;PONDII;V2_M;V3_M;V4_M;V5_M;V8_M;V9_M;V10_M;V11_M;V12_M;V18_M;V19_AM;V21_M;T_VI;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;P21Actualizado;Unnamed: 177;V2_02_M;V2_03_M;V5_03_M;V11_02_M;PP07B1_01;EMPLEO;SECTOR;PP02A;PP02B;PP02D;PP02F;PP02G;PP03K;PP04A1;PP05B3;PP05I;PP05J;PP05K;PP06E1;PP06K;PP06K_SEM;PP06K_MES;PP06L;PP07F1_1;PP07F1_2;PP07F1_3;PP07I2;PP07I3;PP07I4;PP07L;PP07M;PP08G;PP08G_DSEM;PP08G_DMES;PP08H;PP10B1;PP10B2;PP10B3;PP10B4;PP10B5;PP10B6;PP10B7;PP10B8;PP10B9;PP10B10;PP11L2;V2_01_M;V5_01_M;V5_02_M;V11_01_M;V21_01_M;V21_02_M;V21_03_M;V22_01_M;V22_02_M;V22_03_M;P_DECCF;P_RDECCF;P_GDECCF;P_PDECCF;P_IDECCF;P_ADECCF
TQRMNOTPUHMMLOCDEIJAH00639468;2020;2;1;4;1;1;;33;3075;3;1;06/12/2004;15;5;1;1;1;2;4;2;4.00;1;;1;;3;3;0;3;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;  ;0;;;0;3075;0;0.00;0;  ;0;;;0;3075;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0;0;0;  ;  ;  ;;;  ;0.0;  ;  ;  ;;;  ;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOQXTHKMKQCDEIJAH00655914;2020;2;1;1;1;1;;33;3333;1;2;07/10/1965;54;4;4;1;2;0;2;1;;1;;1;;2;2;3;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.00;2.00;1.00;1.00;2.00;9700.00;1.00;0.00;7.00;0.00;0.00;0.00;57314.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;8.00;0.00;0.00;0.00;0.00;2.00;0,0;0;  ;0;;;0;3333;6000;11000.00;2;  ;2;;;3;3526;0;0;0;0,0;0;0;0;0,0;5000;0;0;0,0;5000;11000;01;  ;01;;;01;11000.0;04;  ;04;;;05;3309;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOQYQHLKMUCDEIJAH00638883;2020;2;1;1;1;1;;33;2183;1;1;11/08/1947;72;2;1;1;2;0;4;2;3.00;1;;1;;3;3;0;1;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;  ;0;;;0;2183;0;14900.00;3;  ;3;;;4;2813;14900;0;0;0,0;0;0;0;0,0;0;0;0;0,0;14900;41600;06;  ;06;;;06;20800.0;07;  ;07;;;08;3010;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOQYQHLKMUCDEIJAH00638883;2020;2;1;2;1;1;;33;2183;2;2;17/03/1957;63;2;1;1;2;0;2;1;;1;;1;;2;3;0;1;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;  ;0;;;0;2183;0;26700.00;6;  ;6;;;7;2761;16700;0;0;0,0;10000;0;0;0,0;0;0;0;0,0;26700;41600;06;  ;06;;;06;20800.0;07;  ;07;;;08;3010;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOPVQHMKMQCDEIJAH00639203;2020;2;1;1;1;1;;33;3382;1;2;13/10/1993;26;5;1;1;2;0;6;1;;1;;1;;6;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;43.0;0.0;1.00;3.00;2.00;2.00;2.00;2.00;8501.00;2.00;0.00;0.00;0.00;0.00;10.00;0.00;41332.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;60000.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;60000,0;10;  ;9;;;10;4242;0;60000.00;10;  ;9;;;10;4459;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0;0;60000;08;  ;07;;;08;60000.0;10;  ;10;;;10;4291;1520144,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOTSUHMKMQCDEIJAH00633904;2020;2;1;1;1;1;;33;3382;1;2;27/09/1990;29;5;1;1;2;0;7;1;;1;;1;;6;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2.00;2.00;6.0;1.0;2.00;0.00;2.00;2.00;2.00;2.00;8501.00;2.00;0.00;0.00;0.00;0.00;99.00;2.00;41332.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;1.00;3.00;4.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;1.00;1.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;  ;0;;;0;3382;13000;13000.00;3;  ;3;;;3;4459;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0;0;13000;01;  ;01;;;01;13000.0;05;  ;05;;;05;4291;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOQWXHMMMRCDEIJAH00633443;2020;2;1;1;1;1;;33;3155;1;2;21/05/1930;90;4;1;1;2;0;2;1;;2;;1;;2;3;0;1;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;  ;0;;;0;3155;0;13500.00;3;  ;3;;;3;3338;13500;0;0;0,0;0;0;0;0,0;0;0;0;0,0;13500;13500;01;  ;01;;;01;13500.0;05;  ;05;;;06;3705;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNORSQHLLTNCDEIJAH00639189;2020;2;1;1;1;1;;33;2218;1;1;28/09/1978;41;2;1;1;1;2;7;2;4.00;2;;1;;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;40.0;0.0;2.00;0.00;2.00;2.00;2.00;2.00;6800.00;2.00;0.00;0.00;0.00;0.00;99.00;9.00;10333.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;-9.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9,0;12;  ;12;;;12;0;0;-9.00;12;  ;12;;;12;0;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0;0;0;  ;  ;  ;;;  ;0.0;  ;  ;  ;;;  ;0;939456,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNORSQHLLTNCDEIJAH00639189;2020;2;1;2;1;1;;33;2218;2;2;13/02/1980;40;2;1;1;2;0;7;1;;2;;1;;6;3;0;4;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;  ;0;;;0;2218;0;0.00;0;  ;0;;;0;2218;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0;0;0;  ;  ;  ;;;  ;0.0;  ;  ;  ;;;  ;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNORSQHLLTNCDEIJAH00639189;2020;2;1;3;1;1;;33;2218;3;2;19/01/2009;11;5;1;1;1;2;2;2;5.00;2;;1;;1;3;0;3;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;  ;0;;;0;2218;0;0.00;0;  ;0;;;0;2218;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0;0;0;  ;  ;  ;;;  ;0.0;  ;  ;  ;;;  ;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOPWPHMMSSCDEIJAH00633360;2020;2;1;1;1;1;;33;1156;1;1;22/03/1942;78;2;1;1;2;0;4;1;;3;22.00;1;;4;3;0;1;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;  ;0;;;0;1156;0;98000.00;10;  ;10;;;10;1427;98000;0;0;0,0;0;0;0;0,0;0;0;0;0,0;98000;113000;10;  ;10;;;10;56500.0;10;  ;10;;;10;1702;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOPWPHMMSSCDEIJAH00633360;2020;2;1;2;1;1;;33;1156;2;2;22/01/1946;74;2;1;1;2;0;2;1;;1;;1;;2;3;0;1;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;  ;0;;;0;1156;0;15000.00;3;  ;3;;;4;1329;15000;0;0;0,0;0;0;0;0,0;0;0;0;0,0;15000;113000;10;  ;10;;;10;56500.0;10;  ;10;;;10;1702;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNORPUHMMSSCDEIJAH00633467;2020;2;1;1;1;1;;33;1498;1;2;02/03/1955;65;4;1;1;2;0;2;1;;1;;1;;2;3;0;1;0;0;0;0;0;0;0;0;0;0;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;  ;0;;;0;1498;0;15000.00;3;  ;3;;;4;1585;15000;0;0;0,0;0;0;0;0,0;0;0;0;0,0;15000;15000;01;  ;01;;;02;7500.0;03;  ;03;;;03;1866;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
