CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;COMPONENTE;H15;REGION;MAS_500;AGLOMERADO;PONDERA;CH03;CH04;CH05;CH06;CH07;CH08;CH09;CH10;CH11;CH12;CH13;CH14;CH15;CH15_COD;CH16;CH16_COD;NIVEL_ED;ESTADO;CAT_OCUP;CAT_INAC;IMPUTA;PP02C1;PP02C2;PP02C3;PP02C4;PP02C5;PP02C6;PP02C7;PP02C8;PP02E;PP02H;PP02I;PP03C;PP03D;PP3E_TOT;PP3F_TOT;PP03G;PP03H;PP03I;PP03J;INTENSI;PP04A;PP04B_COD;PP04B1;PP04B2;PP04B3_MES;PP04B3_ANO;PP04B3_DIA;PP04C;PP04C99;PP04D_COD;PP04G;PP05B2_MES;PP05B2_ANO;PP05B2_DIA;PP05C_1;PP05C_2;PP05C_3;PP05E;PP05F;PP05H;PP06A;PP06C;PP06D;PP06E;PP06H;PP07A;PP07C;PP07D;PP07E;PP07F1;PP07F2;PP07F3;PP07F4;PP07F5;PP07G1;PP07G2;PP07G3;PP07G4;PP07G_59;PP07H;PP07I;PP07J;PP07K;PP08D1;PP08D4;PP08F1;PP08F2;PP08J1;PP08J2;PP08J3;PP09A;PP09A_ESP;PP09B;PP09C;PP09C_ESP;PP10A;PP10C;PP10D;PP10E;PP11A;PP11B_COD;PP11B1;PP11B2_MES;PP11B2_ANO;PP11B2_DIA;PP11C;PP11C99;PP11D_COD;PP11G_ANO;PP11G_MES;PP11G_DIA;PP11L;PP11L1;PP11M;PP11N;PP11O;PP11P;PP11Q;PP11R;PP11S;PP11T;P21;DECOCUR;IDECOCUR;RDECOCUR;GDECOCUR;PDECOCUR;ADECOCUR;PONDIIO;TOT_P12;P47T;DECINDR;IDECINDR;RDECINDR;GDECINDR;PDECINDR;ADECINDR;PONDII;V2_M;V3_M;V4_M;V5_M;V8_M;V9_M;V10_M;V11_M;V12_M;V18_M;V19_AM;V21_M;T_VI;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;P21Actualizado;Unnamed: 177;V2_02_M;V2_03_M;V5_03_M;V11_02_M;PP07B1_01;EMPLEO;SECTOR;PP02A;PP02B;PP02D;PP02F;PP02G;PP03K;PP04A1;PP05B3;PP05I;PP05J;PP05K;PP06E1;PP06K;PP06K_SEM;PP06K_MES;PP06L;PP07F1_1;PP07F1_2;PP07F1_3;PP07I2;PP07I3;PP07I4;PP07L;PP07M;PP08G;PP08G_DSEM;PP08G_DMES;PP08H;PP10B1;PP10B2;PP10B3;PP10B4;PP10B5;PP10B6;PP10B7;PP10B8;PP10B9;PP10B10;PP11L2;V2_01_M;V5_01_M;V5_02_M;V11_01_M;V21_01_M;V21_02_M;V21_03_M;V22_01_M;V22_02_M;V22_03_M;P_DECCF;P_RDECCF;P_GDECCF;P_PDECCF;P_IDECCF;P_ADECCF
TQRMNOSTXHJKLOCDEGJBF00712140;2021;3;1;2;1;43;S;13;1108;2;1;13/01/88;33;1;1;1;2;0;7;1;;3;38.00;1;;6;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;2.00;2.00;12.00;12.00;1.00;1.00;1.00;1.00;1.00;2.00;8600.00;2.00;0.00;0.00;0.00;0.00;99.00;9.00;40312.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;1.00;1.00;3.00;20000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;20000,0;3;3.00;3;3.00;;3;1127;0;20000.00;3;3.00;2;2.00;;2;1137;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0;0;70400;5;6.00;6;5.00;;6;23466.67;5;5.00;4;5.00;;5;1112;313681,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOSTXHJKLOCDEGJBF00712140;2021;3;1;3;0;43;S;13;1108;3;1;22/02/19;2;5;1;2;3;0;0;0;;1;;6;;7;4;0;5;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;0.00;0;0.00;;0;1108;0;0.00;0;0.00;0;0.00;;0;1108;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0;0;70400;5;6.00;6;5.00;;6;23466.67;5;5.00;4;5.00;;5;1112;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOTUUHLKLRCDEGJBF00707601;2021;3;1;1;1;43;S;13;825;1;2;02/10/01;19;5;1;1;1;2;7;2;0.00;3;94.00;3;94.00;5;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;0.00;0;0.00;;0;825;0;34000.00;5;5.00;5;5.00;;5;845;0;0;0;0,0;0;0;0;0,0;34000;0;0;0,0;34000;34000;2;2.00;2;2.00;;2;34000.00;7;7.00;6;6.00;;6;825;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOQWWHJMKOCDEIJAH00663368;2021;3;1;1;1;1;S;33;3167;1;1;28/06/69;52;5;1;1;2;0;4;1;;2;;1;;4;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;40.00;0.00;2.00;0.00;2.00;2.00;2.00;2.00;4803.00;2.00;0.00;0.00;0.00;0.00;11.00;0.00;36314.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;60000.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;60000,0;8;;7;8.00;;8;4316;0;60000.00;8;;7;7.00;;8;4450;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0;0;60000;4;;4;4.00;;4;60000.00;9;;9;9.00;;9;3944;941043,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOQVPHKMKPCDEIJAH00712145;2021;3;1;1;1;1;S;33;3989;1;2;02/01/36;85;4;1;1;2;0;6;1;;1;;1;;6;3;0;1;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;;0;0.00;;0;3989;0;30500.00;5;;4;5.00;;5;4755;27000;0;0;0,0;0;0;0;0,0;3500;0;0;0,0;30500;30500;2;;2;2.00;;2;30500.00;6;;6;6.00;;7;4521;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOPUVHKMKQCDEIJAH00663388;2021;3;1;1;1;1;S;33;5500;1;1;16/03/85;36;2;1;1;2;0;4;2;2.00;1;;1;;3;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;60.00;0.00;2.00;0.00;2.00;2.00;3.00;2.00;1300.00;2.00;0.00;0.00;0.00;0.00;8.00;0.00;80323.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;35000.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;35000,0;5;;5;5.00;;5;7135;0;35000.00;5;;5;5.00;;5;7565;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0;0;0;12;;12;12.00;;12;0.00;12;;12;12.00;;12;0;548941,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOPUVHKMKQCDEIJAH00663388;2021;3;1;2;1;1;S;33;5500;2;2;31/10/90;30;2;1;1;2;0;4;1;;1;;1;;4;2;2;0;;2;1;2;2;2;2;2;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.00;1.00;0.00;3.00;2.00;4811.00;2.00;0.00;0.00;0.00;1.00;0.00;30133.00;0.00;0.00;7.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0,0;0;;0;0.00;;0;5500;0;3800.00;1;;1;1.00;;1;6272;0;0;0;3800,0;0;0;0;0,0;0;0;0;0,0;3800;0;12;;12;12.00;;12;0.00;12;;12;12.00;;12;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOPUVHKMKQCDEIJAH00663388;2021;3;1;3;1;1;S;33;5500;3;1;20/02/08;13;5;1;1;1;1;4;2;1.00;3;50.00;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;;0;0.00;;0;5500;0;0.00;0;;0;0.00;;0;5500;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0;0;0;12;;12;12.00;;12;0.00;12;;12;12.00;;12;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOPUVHKMKQCDEIJAH00663388;2021;3;1;4;0;1;S;33;5500;3;2;23/09/15;5;5;1;2;1;1;1;2;0.00;1;;1;;7;4;0;5;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;;0;0.00;;0;5500;0;0.00;0;;0;0.00;;0;5500;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0;0;0;12;;12;12.00;;12;0.00;12;;12;12.00;;12;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOPUVHKMKQCDEIJAH00663388;2021;3;1;5;1;1;S;33;5500;6;2;01/01/00;73;4;1;1;2;0;2;1;;3;86.00;1;;2;3;0;1;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;;0;0.00;;0;5500;0;52000.00;7;;7;7.00;;7;7467;35000;0;0;0,0;0;0;0;0,0;0;0;0;17000,0;52000;0;12;;12;12.00;;12;0.00;12;;12;12.00;;12;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOPUVHKMKQCDEIJAH00663388;2021;3;1;6;1;1;S;33;5500;9;2;20/08/89;31;5;4;1;2;0;4;1;;1;;1;;4;3;0;4;;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;;0;0.00;;0;5500;0;-9.00;12;;12;12.00;;12;0;0;0;0;12000,0;0;0;0;0,0;-9;0;0;0,0;-9;0;12;;12;12.00;;12;0.00;12;;12;12.00;;12;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOPUVHKMKQCDEIJAH00663388;2021;3;1;7;1;1;S;33;5500;9;1;01/01/00;14;5;4;1;1;1;4;2;1.00;1;;1;;3;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;;0;0.00;;0;5500;0;0.00;0;;0;0.00;;0;5500;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0;0;0;12;;12;12.00;;12;0.00;12;;12;12.00;;12;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOPUVHKMKQCDEIJAH00663388;2021;3;1;8;0;1;S;33;5500;9;1;01/01/00;9;5;4;1;1;1;2;2;3.00;1;;1;;1;4;0;3;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;;0;0.00;;0;5500;0;0.00;0;;0;0.00;;0;5500;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0;0;0;12;;12;12.00;;12;0.00;12;;12;12.00;;12;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQRMNOQUUHLOKPCDEIJAH00703904;2021;3;1;1;1;1;S;33;6830;1;2;10/07/78;43;1;1;1;2;0;4;1;;4;221.00;1;;4;3;0;4;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0;;0;0.00;;0;6830;0;0.00;0;;0;0.00;;0;6830;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0;0;82500;6;;6;6.00;;6;27500.00;5;;5;5.00;;6;10815;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
